,publisher,maxLoad,stressMaxLoad,strainMaxLoad,energyAbsorp,youngsMod,ph,sec_Mn,sec_Mw,sec_polyDisp,sec_calcMass,sec_massRec
422,M. Tello***,13.027999999999999,10.943,0.01231,0.008778,,3.895,18.4,152.8,8.295,9.53,30.6
423,M. Tello***,28.509,26.3,0.040044,0.051894,2455.6,4.65,24.7,64.7,2.6239999999999997,10.48,33.6
424,M. Tello***,28.588,24.866,0.040596,0.066666,2101.0,4.91,22.2,57.3,2.577,7.29,23.4
425,M. Tello***,26.160999999999998,23.781,0.034006,0.050232,2984.7,4.855,25.0,63.9,2.557,13.64,43.7
426,M. Witmark & Sons,37.7,42.232,0.044430000000000004,0.0722,3377.5,5.49,25.5,121.4,4.761,17.37,55.7
427,M. Witmark & Sons,43.266000000000005,51.376999999999995,0.05171,0.10803,3492.2,8.245,88.1,267.2,3.032,8.28,26.5
428,Macmillan and Company,24.935,17.695,0.041234,0.048257999999999995,2579.4,4.92,30.4,81.0,2.668,12.47,40.0
429,Macmillan and Company,36.147,36.657,0.040792,0.077452,3482.8,5.03,33.8,86.0,2.545,6.46,20.7
430,Macmillan and Company,12.908,11.449000000000002,0.017896000000000002,0.00946,1576.9,5.035,32.6,195.2,5.985,6.99,22.4
431,Macmillan and Company,22.604,15.436,0.03267,0.039882,2323.9,4.74,19.8,50.1,2.533,6.92,22.2
432,Macmillan and Company,24.913,18.111,0.030476,0.048302,2605.2,4.645,19.6,59.9,3.0589999999999997,14.62,46.9
433,Macmillan and Company,27.066999999999997,23.228,0.033472,0.057372,2407.8,4.62,22.1,92.8,4.197,16.2,51.9
434,Macmillan and Company,22.535999999999998,22.569000000000003,0.026406,0.035898,2720.4,4.245,15.5,70.2,4.519,22.15,71.0
435,Macmillan and Company,25.425,18.803,0.032764,0.04724,1944.4,5.035,20.8,62.9,3.0180000000000002,13.33,42.7
436,Macmillan and Company,29.119,24.72,0.035118,0.05669400000000001,2419.8,5.06,20.4,102.3,5.015,19.16,61.4
437,Macmillan and Company,25.658,17.778,0.027663999999999998,0.042232,2034.8,5.075,16.6,52.9,3.18,16.69,53.5
438,Macmillan and Company,23.951999999999998,10.825,0.029554,0.037744,1497.2,4.89,24.9,80.6,3.238,19.32,61.9
439,Marshall Jones Co.,21.680999999999997,19.62,0.02783,0.035769999999999996,3659.8,4.84,33.9,115.5,3.405,5.83,18.7
440,N.D. Thompson Publishing Co.,40.775999999999996,33.238,0.045774,0.076468,2617.3,4.83,33.2,118.6,3.57,13.45,43.1
441,N.D. Thompson Publishing Co.,50.043,45.261,0.048624,0.09589400000000001,3330.1,5.0969999999999995,30.0,124.1,4.14,16.02,51.4
442,N.D. Thompson Publishing Co.,46.45399999999999,39.26,0.045696,0.07759400000000001,3591.9,4.55,24.2,116.0,4.8,21.13,67.7
443,N.D. Thompson Publishing Co.,45.897,40.284,0.048144,0.094028,3036.3,5.835,28.9,196.3,6.792999999999999,22.06,70.7
444,Offices of the Egypt Exploration Fund,59.657,59.34,0.15578,0.30001,2084.4,8.61,62.8,457.6,7.285,7.68,24.6
445,Offices of the Egypt Exploration Fund,51.272,55.85,0.12445,0.27619,2546.2,8.7,54.5,629.3,11.552,11.27,36.1
446,Offices of the Egypt Exploration Fund,58.956,43.152,0.096442,0.20631,1783.5,8.79,39.0,484.7,12.422,10.73,34.4
447,Offices of the Egypt Exploration Fund,64.779,66.46,0.13897,0.26633,2090.7,8.66,92.1,534.9,5.806,6.15,19.7
448,Offices of the Egypt Exploration Fund,51.498000000000005,42.001999999999995,0.090266,0.19482,1846.5,8.83,54.3,408.3,7.516,7.73,24.8
449,Offices of the Egypt Exploration Fund,76.438,44.505,0.048348,0.16697,2785.9,4.635,24.3,124.1,5.1080000000000005,24.22,77.6
450,Offices of the Egypt Exploration Fund,44.453,26.315,0.037377999999999995,0.07914,2259.8,4.585,14.7,50.4,3.424,11.21,35.9
451,"Oliver A. Quayle, State Legislative Printer",43.548,46.05,0.04238,0.072242,3293.8,4.72,26.0,87.9,3.385,17.31,55.5
452,P.F. Collier,19.073,29.908,0.033748,0.03822,3936.2,4.64,30.6,80.2,2.623,9.38,30.1
453,P.F. Collier,19.711,34.964,0.036054,0.04152,3864.4,5.0,27.6,87.4,3.162,10.4,33.3
454,P.F. Collier,17.65,27.239,0.03171,0.035046,4012.7,4.33,21.4,78.2,3.654,8.44,27.0
455,P.F. Collier,17.327,27.331,0.027162000000000002,0.030119999999999997,3377.1,4.84,21.5,72.6,3.375,10.28,32.9
456,"Phillips, Sampson and Company",25.043000000000003,26.195999999999998,0.049206,0.05384,2785.3,5.385,68.5,117.3,1.712,17.48,56.0
457,"Phillips, Sampson and Company",33.482,29.634,0.047560000000000005,0.069458,2194.0,4.95,40.7,97.8,2.406,24.18,77.5
458,"Phillips, Sampson and Company",45.073,34.992,0.05411799999999999,0.096734,2993.0,5.03,41.1,78.9,1.919,16.24,52.1
459,"Phillips, Sampson and Company",37.678000000000004,33.226,0.052722000000000005,0.086254,2811.7,5.0,36.8,75.4,2.046,12.39,39.7
460,"Phillips, Sampson and Company",33.027,31.211,0.04471,0.066334,2850.1,4.86,48.5,81.6,1.6840000000000002,12.07,38.7
461,"Phillips, Sampson and Company",37.917,32.298,0.054029999999999995,0.08463,2467.0,4.9,55.9,94.6,1.692,15.12,48.5
462,Printed for the Camden Society,21.009,17.302,0.031712,0.036156,1539.3,4.89,55.9,124.9,2.2359999999999998,11.23,36.0
463,Printed for the Camden Society,27.456999999999997,26.061999999999998,0.036355,0.051608,2465.3,4.78,20.0,102.4,5.111000000000001,21.83,70.0
464,Printed for the Camden Society,28.773000000000003,27.238000000000003,0.03442,0.05159299999999999,2513.4,4.93,19.4,81.6,4.212,22.0,70.5
465,Printed for the Camden Society,24.491999999999997,23.884,0.048074,0.053586,2067.7,5.165,23.0,80.2,3.495,12.59,40.3
466,Printed for the Camden Society,22.326,20.570999999999998,0.034024,0.036066,2596.1,4.535,31.1,95.1,3.0610000000000004,16.84,54.0
467,Printed for the Camden Society,13.847000000000001,12.272,0.027884,0.027724000000000002,1798.1,4.445,23.5,71.7,3.056,17.34,55.6
468,Printed for the Camden Society,21.583000000000002,19.857,0.036834,0.037824,1885.1,4.65,38.3,86.4,2.2569999999999997,17.03,54.6
469,Printed for the Camden Society,18.766,15.157,0.027982,0.032354,2116.8,4.44,27.7,67.1,2.425,17.84,57.2
470,Printed for the Camden Society,30.04,25.779,0.036692,0.056826,2499.9,4.525,31.4,71.6,2.282,17.05,54.6
471,Printed for the Camden Society,30.223000000000003,26.148000000000003,0.034166,0.057066,3011.2,4.49,27.1,62.3,2.2969999999999997,17.07,54.7
472,Printed for the Camden Society,31.480999999999998,28.805999999999997,0.03898,0.059477999999999996,2761.9,4.695,26.8,64.6,2.411,17.43,55.9
473,Printed for the Camden Society,27.113000000000003,21.331,0.046892,0.059184,2434.0,4.62,41.3,70.2,1.7,13.24,42.4
474,Printed for the Camden Society,34.001,33.672,0.042516000000000005,0.074462,3628.4,4.765,29.5,74.2,2.519,17.47,56.0
475,Printed for the Camden Society,32.035,30.048000000000002,0.053134,0.072858,2917.5,5.045,52.9,90.4,1.7069999999999999,10.17,32.6
476,Printed for the Camden Society,22.248,21.685,0.039526,0.04623,3025.1,4.68,22.9,56.9,2.489,15.44,49.5
477,Printed for the Camden Society,32.695,30.794,0.039869999999999996,0.064576,3318.0,4.69,32.0,63.8,1.996,14.68,47.0
478,Printed for the Camden Society,18.65,15.519,0.04125,0.047124,1524.9,4.6,38.6,86.2,2.23,14.19,45.5
479,Printed for the Camden Society,29.639,25.386999999999997,0.03525,0.05345,2703.7,4.665,30.7,93.9,3.057,19.21,61.6
480,Printed for the Camden Society,25.724,24.329,0.03822,0.053332000000000004,3072.6,4.855,58.1,89.0,1.531,8.88,28.4
481,Printed for the Camden Society,27.01,23.951,0.029098000000000002,0.045542,3006.0,4.635,39.7,81.9,2.062,14.63,46.9
482,Printed for the Camden Society,19.545,19.378,0.03174,0.037924,3297.9,4.69,43.0,76.1,1.767,12.66,40.6
483,Printed for the Camden Society,50.758,57.545,0.10638,0.19222999999999998,2672.1,8.795,28.7,443.1,15.425999999999998,9.96,31.9
484,Printed for the Camden Society,24.02,25.323,0.034204000000000005,0.05026,3362.2,4.655,22.3,61.5,2.7569999999999997,8.87,28.4
485,Printed for the Camden Society,23.353,21.349,0.032692,0.045994,3339.2,4.845,14.3,36.1,2.526,8.21,26.3
486,Printed for the Navy Records Society,30.839000000000002,21.182,0.051796,0.066988,2049.5,4.69,42.2,125.2,2.965,7.09,22.7
487,Printed for the Navy Records Society,37.005,21.569000000000003,0.055855999999999996,0.07951799999999999,1939.0,4.735,19.9,83.6,4.205,6.86,22.0
488,Printed for the Navy Records Society,33.691,21.633000000000003,0.046380000000000005,0.065366,2542.3,4.385,24.4,86.1,3.531,12.24,39.2
489,Printed for the Navy Records Society,34.568000000000005,21.135,0.044860000000000004,0.058552,1757.0,4.675,24.6,81.0,3.2960000000000003,12.73,40.8
490,Printed for the Navy Records Society,23.070999999999998,16.287,0.028183999999999997,0.040926,2706.5,4.455,20.7,55.6,2.693,10.66,34.2
491,"Pub. for the Early English Text Society by K. Paul, Trench, Trübner & Co.",40.784,28.6,0.052629999999999996,0.082312,2389.1,5.19,34.1,142.1,4.163,12.1,38.8
492,"Pub. for the Early English Text Society by K. Paul, Trench, Trübner & Co.",37.809,31.718000000000004,0.048662000000000004,0.072148,3350.8,4.655,40.2,113.1,2.8160000000000003,8.46,27.1
493,"Pub. for the Early English Text Society by K. Paul, Trench, Trübner & Co.",38.586999999999996,32.541,0.042263999999999996,0.070094,3026.8,4.705,25.6,88.0,3.44,15.24,48.9
494,"Pub. for the Early English Text Society by K. Paul, Trench, Trübner & Co.",41.192,34.324,0.04735,0.078276,2955.6,4.87,27.5,247.8,9.026,17.04,54.6
495,"Pub. for the Early English Text Society, by N. Trübner & Co.",33.967,26.927,0.04498,0.063208,2843.4,4.975,30.0,78.4,2.612,17.88,57.3
496,"Pub. for the Early English Text Society, by N. Trübner & Co.",35.574,28.641,0.060648,0.075214,3216.4,4.975,43.8,104.5,2.385,15.03,48.2
497,"Pub. for the Early English Text Society, by N. Trübner & Co.",33.507,28.252,0.049632,0.070488,1805.8,4.905,35.2,97.2,2.761,17.39,55.7
498,"R. Bentley, New Burlington Street",23.206,27.421999999999997,0.052627999999999994,0.057572000000000005,2659.1,4.82,35.8,84.2,2.351,15.17,48.6
499,R.H. Woodward,20.906999999999996,21.823,0.037452,0.047632,2649.2,4.93,29.0,68.1,2.352,13.58,43.5
500,R.H. Woodward,18.827,24.889,0.038778,0.04579,2672.6,5.845,41.3,87.0,2.108,9.1,29.2
501,R.H. Woodward,21.64,23.516,0.036792,0.049382,2768.5,5.7,29.0,66.5,2.29,6.26,20.1
502,R.H. Woodward,18.465999999999998,22.364,0.037495999999999995,0.045154,2540.4,5.83,28.5,56.6,1.985,7.72,24.7
503,R.R. Donnelley & Sons,18.044,20.721999999999998,0.03415,0.0289,1965.6,4.61,34.3,67.2,1.959,16.01,51.3
504,R.R. Donnelley & Sons,24.275,24.308000000000003,0.04091,0.04283,1758.7,4.625,23.7,61.9,2.613,23.17,74.3
505,R.R. Donnelley & Sons,26.948,27.444000000000003,0.039327999999999995,0.05321,3567.4,4.78,21.9,64.2,2.9360000000000004,14.92,47.8
506,R.R. Donnelley & Sons,32.698,38.304,0.044012,0.054086,3966.4,4.995,29.1,69.9,2.401,13.7,43.9
507,R.R. Donnelley & Sons,24.433000000000003,27.759,0.037112,0.043434,3600.2,4.605,21.2,52.0,2.449,12.72,40.8
508,R.R. Donnelley & Sons,35.080999999999996,30.962,0.05185,0.069862,3084.4,5.24,31.1,82.8,2.6639999999999997,17.91,57.4
509,R.R. Donnelley & Sons,25.034000000000002,30.619,0.047646,0.059567999999999996,3291.8,4.795,35.4,84.5,2.386,13.83,44.3
510,R.S. Peale & Co.,29.275,23.956999999999997,0.036227999999999996,0.04735,1715.5,4.97,21.9,70.4,3.222,18.45,59.1
511,R.S. Peale & Co.,34.681999999999995,27.233,0.040526,0.056625999999999996,2969.5,4.66,25.9,59.7,2.301,17.5,56.1
512,Remington and Co.,41.551,27.686999999999998,0.026483999999999997,0.044552,3368.1,4.58,28.5,129.1,4.521,21.07,67.5
513,Remington and Co.,44.222,28.469,0.047166,0.068514,3103.1,4.58,27.3,102.7,3.7689999999999997,22.48,72.1
514,Remington and Co.,39.024,25.338,0.04165,0.062202,2445.1,4.41,20.4,94.2,4.614,21.75,69.7
515,Remington and Co.,34.228,21.804000000000002,0.035276,0.056532000000000006,2690.4,4.26,29.9,97.7,3.2680000000000002,17.33,55.5
516,Richard Bentley and Son,52.132,32.98,0.06628200000000001,0.12689,1467.7,5.47,31.8,220.4,6.933,19.85,63.6
517,Richard Bentley and Son,43.966,29.445999999999998,0.05687999999999999,0.10765,2156.9,5.03,35.0,125.4,3.585,17.15,55.0
518,Richard Bentley and Son,29.424,17.701,0.042342000000000005,0.062702,1828.1,5.16,46.0,88.3,1.919,14.8,47.4
519,Richard Bentley and Son,46.433,34.912,0.06204199999999999,0.10985,1796.9,4.935,50.0,215.0,4.301,18.46,59.2
520,Richard Bentley and Son,35.314,24.098000000000003,0.057714,0.09086,1977.7,5.205,60.5,114.6,1.892,15.85,50.8
521,Roberts Brothers,28.085,19.387999999999998,0.045034,0.054653999999999994,2289.8,4.69,24.4,74.4,3.057,21.52,69.0
522,Royal Historical Society,28.385,24.894000000000002,0.029930000000000002,0.043922,3548.7,4.37,30.4,106.9,3.516,12.78,40.9
523,Royal Historical Society,19.588,20.331,0.035502,0.04446,2926.7,4.145,28.5,69.8,2.448,6.28,20.1
524,Royal Historical Society,23.968000000000004,23.491999999999997,0.027727999999999996,0.040846,3302.3,4.335,25.1,80.5,3.2089999999999996,11.48,36.8
525,Royal Historical Society,27.91,27.195999999999998,0.035504,0.051904,2266.2,4.66,29.5,89.1,3.017,10.47,33.6
526,Rudd and Carleton,22.127,15.135,0.044677999999999995,0.051634000000000006,2034.5,7.385,34.9,74.8,2.144,16.38,52.5
527,Rudd and Carleton,30.535,25.023000000000003,0.040392000000000004,0.06883600000000001,2480.1,4.82,56.8,101.1,1.781,22.79,73.0
528,Rudd and Carleton,29.017,20.728,0.052708000000000005,0.07509400000000001,2195.9,6.57,48.8,88.9,1.8219999999999998,11.55,37.0
529,Rudd and Carleton,52.92,30.725,0.058484,0.13209,1959.2,4.985,33.3,74.3,2.228,23.74,76.1
530,Rudd and Carleton,26.572,20.254,0.04338,0.061984000000000004,2074.1,5.89,61.4,102.2,1.665,10.5,33.6
531,Rudd and Carleton,49.36,28.660999999999998,0.05461799999999999,0.11795,2724.0,4.965,50.3,103.2,2.051,19.93,63.9
532,S. Sonnenschein & Co.,30.289,22.471,0.041304,0.051914,2864.9,4.24,23.4,79.2,3.388,13.7,43.9
533,S. Sonnenschein & Co.,30.324,23.219,0.037362,0.054776,2916.7,4.3,15.0,97.3,6.499,19.3,61.9
534,S. Sonnenschein & Co.,31.054000000000002,26.1,0.037542,0.05421,2904.2,4.77,25.5,95.2,3.733,13.49,43.2
535,S.C. Griggs and Company,18.000999999999998,15.569,0.029796,0.028142,1634.0,4.74,19.6,53.0,2.705,20.78,66.6
536,S.C. Griggs and Company,27.8,25.224,0.02978,0.043614,3024.7,4.835,32.0,71.0,2.219,18.97,60.8
537,S.C. Griggs and Company,22.676,19.503,0.034763999999999996,0.047792,2525.7,4.87,24.9,56.0,2.247,18.08,58.0
538,S.C. Griggs and Company,21.255,19.485,0.032992,0.043106,2903.8,4.915,20.9,53.5,2.562,12.38,39.7
539,S.C. Griggs and Company,26.72,22.131,0.046138,0.062226,2426.9,4.88,37.7,93.3,2.471,19.21,61.6
540,"Small, Maynard & Co.",24.680999999999997,16.486,0.033589999999999995,0.042910000000000004,2453.7,4.625,23.1,57.9,2.509,13.11,42.0
541,"Small, Maynard & Co.",20.678,15.386,0.022397999999999998,0.030054,2475.6,4.41,12.4,37.6,3.0389999999999997,16.41,52.6
542,"Small, Maynard & Co.",17.409000000000002,13.828,0.026406,0.030862,2197.7,4.68,20.9,47.0,2.246,9.69,31.1
543,"Small, Maynard & Co.",20.194000000000003,14.722999999999999,0.030938,0.041612,2414.3,4.51,11.5,36.4,3.173,15.59,50.0
544,"Smith, Elder, & Co.",29.045,19.323,0.033726,0.044204,1721.6,4.335,26.3,239.2,9.093,27.26,87.4
545,"Smith, Elder, & Co.",19.372,13.866,0.03391,0.033757999999999996,1537.5,4.26,28.4,131.2,4.614,19.93,63.9
546,"Smith, Elder, & Co.",21.603,17.24,0.027254,0.037748000000000004,3047.1,4.36,21.0,68.6,3.266,13.26,42.5
547,"Smith, Elder, & Co.",19.215999999999998,12.144,0.024478,0.03536,2468.1,4.165,21.7,54.9,2.525,11.32,36.3
548,"Smith, Elder, & Co.",38.908,27.165,0.048338,0.078352,2288.4,4.46,31.8,126.4,3.975,18.25,58.5
549,"State Journal Co., Printers",26.7,22.491999999999997,0.035364,0.051508000000000005,2718.9,5.105,31.3,84.7,2.7039999999999997,11.43,36.6
550,"State Journal Co., Printers",26.043000000000003,17.926,0.038360000000000005,0.046438,1530.4,4.59,24.6,96.7,3.923,13.32,42.7
551,State of New York,23.177,40.821999999999996,0.040195999999999996,0.048945999999999996,3348.2,5.795,27.6,105.5,3.821,10.41,33.4
552,sumptibus Societatis Camdenensis,34.67,28.779,0.051118000000000004,0.07234,2274.6,5.065,44.1,127.6,2.89,22.45,71.9
553,sumptibus Societatis Camdenensis,34.803000000000004,31.873,0.040934,0.066496,3263.0,4.735,37.0,81.4,2.199,18.17,58.3
554,sumptibus Societatis Camdenensis,30.118000000000002,27.471999999999998,0.04742,0.06487000000000001,2971.0,4.635,51.6,87.2,1.6909999999999998,7.72,24.7
555,sumptibus Societatis Camdenensis,32.913000000000004,26.448,0.048112,0.065984,2885.8,4.75,50.3,91.0,1.807,15.27,48.9
556,T. Nelson,16.048,20.374000000000002,0.034874,0.034748,3019.2,4.47,33.7,130.2,3.863,6.73,21.6
557,T. Nelson,23.633000000000003,31.910999999999998,0.035212,0.046528,3072.1,4.683,30.8,109.1,3.5380000000000003,12.19,39.1
558,T.B. Peterson,32.379,23.291,0.060042,0.094862,2363.8,7.975,15.7,106.9,6.791,11.2,35.9
559,T.B. Peterson,33.488,24.024,0.0585,0.09215599999999999,2294.4,6.615,20.6,55.2,2.674,7.39,23.7
560,T.B. Peterson,23.045,17.746,0.043036000000000005,0.064078,1669.0,6.195,21.3,47.4,2.219,5.16,16.5
561,T.B. Peterson,24.709,19.795,0.055470000000000005,0.067564,1995.8,7.33,25.6,73.6,2.8710000000000004,6.59,21.1
562,T.B. Peterson,21.444000000000003,19.252,0.03507,0.048744,2368.2,5.647,27.2,82.3,3.023,13.99,44.8
563,T.B. Peterson & Brothers,32.379,23.291,0.060042,0.094862,2363.8,7.975,15.7,106.9,6.791,11.2,35.9
564,T.B. Peterson & Brothers,33.488,24.024,0.0585,0.09215599999999999,2294.4,6.615,20.6,55.2,2.674,7.39,23.7
565,T.B. Peterson & Brothers,23.045,17.746,0.043036000000000005,0.064078,1669.0,6.195,21.3,47.4,2.219,5.16,16.5
566,T.B. Peterson & Brothers,24.709,19.795,0.055470000000000005,0.067564,1995.8,7.33,25.6,73.6,2.8710000000000004,6.59,21.1
567,T.B. Peterson & Brothers,21.444000000000003,19.252,0.03507,0.048744,2368.2,5.647,27.2,82.3,3.023,13.99,44.8
568,The Baker & Taylor Co.,36.543,24.713,0.042524,0.066764,3053.8,5.43,29.7,103.7,3.492,12.29,39.4
569,The Baker & Taylor Co.,25.307,22.889,0.039118,0.060082,2628.1,5.0,24.7,97.9,3.9589999999999996,10.43,33.4
570,The Baker & Taylor Co.,23.273000000000003,13.671,0.04922,0.06116799999999999,1763.7,5.15,23.4,56.4,2.407,6.62,21.2
571,The Baker & Taylor Co.,32.976,24.41,0.042406,0.064506,1932.5,5.605,27.1,80.0,2.957,13.45,43.1
572,The Baker & Taylor Co.,42.507,24.358,0.050836,0.098236,1920.5,5.545,19.9,103.8,5.223,30.05,96.3
573,The Bobbs-Merrill Company,39.233000000000004,25.79,0.044578,0.068704,2716.5,5.805,30.8,134.4,4.37,13.92,44.6
574,The Bobbs-Merrill Company,35.3,21.51,0.032008,0.047866000000000006,2350.2,4.73,21.6,71.9,3.3339999999999996,19.37,62.1
575,The Century Co.,57.105,33.417,0.052292,0.11218,2612.9,6.655,35.8,112.7,3.145,11.68,37.4
576,The Century Co.,44.278,27.971999999999998,0.060303999999999996,0.11625999999999999,2047.4,6.775,30.4,200.0,6.5760000000000005,10.87,34.8
577,The Century Co.,34.281,26.662,0.047498,0.068816,3077.2,4.635,17.9,55.5,3.1069999999999998,16.3,52.2
578,The Century Co.,45.983999999999995,29.724,0.05496,0.10174,2789.1,6.99,25.2,116.4,4.626,12.99,41.6
579,The Century Co.,32.014,24.363000000000003,0.04365,0.062784,2795.9,4.95,19.7,61.4,3.1189999999999998,19.86,63.6
580,The Century Co.,44.681999999999995,27.065,0.053456,0.09203,1932.2,6.385,30.6,121.1,3.955,13.27,42.5
581,The Century Co.,57.105,33.417,0.052292,0.11218,2612.9,6.655,35.8,112.7,3.145,11.68,37.4
582,The Century Co.,44.278,27.971999999999998,0.060303999999999996,0.11625999999999999,2047.4,6.775,30.4,200.0,6.5760000000000005,10.87,34.8
583,The Century Co.,34.281,26.662,0.047498,0.068816,3077.2,4.635,17.9,55.5,3.1069999999999998,16.3,52.2
584,The Century Co.,45.983999999999995,29.724,0.05496,0.10174,2789.1,6.99,25.2,116.4,4.626,12.99,41.6
585,The Century Co.,32.014,24.363000000000003,0.04365,0.062784,2795.9,4.95,19.7,61.4,3.1189999999999998,19.86,63.6
586,The Century Co.,44.681999999999995,27.065,0.053456,0.09203,1932.2,6.385,30.6,121.1,3.955,13.27,42.5
587,The Henry Bill Publishing Company,19.639,16.885,0.0333,0.031972,2011.0,5.065,16.8,66.7,3.965,17.55,56.2
588,The Henry Bill Publishing Company,28.338,27.734,0.038856,0.047096,3198.9,4.55,20.8,59.0,2.839,17.11,54.8
589,The Henry Bill Publishing Company,25.875999999999998,23.065,0.039314,0.046528,2973.3,4.725,23.3,61.1,2.625,17.04,54.6
590,The Henry Bill Publishing Company,24.497,24.894000000000002,0.041862,0.050754,4180.1,4.85,35.3,79.4,2.248,13.44,43.1
591,The Johns Hopkins Press,28.515,22.414,0.036638,0.054662,1982.0,4.575,18.1,63.2,3.484,16.65,53.4
592,The Walter Scott Publishing Company,29.805,26.074,0.044916000000000005,0.061648,2297.2,4.72,25.9,152.9,5.9110000000000005,22.43,71.9
593,The Walter Scott Publishing Company,48.742,24.773000000000003,0.041210000000000004,0.07113,2905.9,4.425,33.2,173.4,5.222,19.54,62.6
594,The Walter Scott Publishing Company,34.421,26.104,0.045182,0.059586,1985.4,4.375,37.0,114.8,3.1039999999999996,8.94,28.6
595,The Walter Scott Publishing Company,38.46,23.579,0.044498,0.06479800000000001,2367.8,4.53,25.7,131.1,5.099,18.29,58.6
596,The Walter Scott Publishing Company,39.227,32.208,0.04147,0.070616,3009.5,4.385,62.1,175.8,2.832,7.75,24.8
597,The Walter Scott Publishing Company,31.326,25.63,0.03526,0.055024,3275.0,4.55,32.1,156.8,4.883,16.61,53.2
598,Ticknor and Fields,19.518,15.988,0.030456999999999998,0.038232,2443.0,4.79,22.1,49.4,2.2359999999999998,16.13,51.7
599,Ticknor and Fields,19.842,17.558,0.0289,0.034386,2423.1,4.435,23.0,48.6,2.12,20.24,64.9
600,Ticknor and Fields,26.76,22.819000000000003,0.048,0.062684,1795.4,4.57,29.7,78.0,2.6289999999999996,17.52,56.2
601,Vizetelly,30.910999999999998,33.582,0.048858,0.05334,1995.9,5.08,37.0,128.7,3.477,19.71,63.2
602,Vizetelly,32.923,47.148999999999994,0.050378,0.071754,3636.6,5.26,39.0,140.5,3.6039999999999996,10.3,33.0
603,Vizetelly,44.875,58.135,0.062648,0.10181,2734.2,5.6,38.5,126.2,3.275,14.4,46.2
604,Vizetelly,42.282,48.167,0.05635,0.096868,4253.0,5.29,65.5,214.6,3.2769999999999997,14.63,46.9
605,W. Heinemann,26.12,12.228,0.046404,0.060427999999999996,1458.9,4.88,42.3,134.3,3.173,6.83,21.9
606,W. Heinemann,19.497,10.355,0.041068,0.04141,1390.1,4.58,34.4,164.1,4.776,10.88,34.9
607,W. Heinemann,25.353,13.675999999999998,0.041894,0.044472000000000005,1551.7,4.74,34.8,133.5,3.839,9.79,31.4
608,W. Heinemann,23.375999999999998,13.902000000000001,0.047136000000000004,0.054344,1681.2,4.65,33.8,125.5,3.7119999999999997,8.01,25.7
609,W. Heinemann,25.011999999999997,12.324000000000002,0.037952,0.051989999999999995,1467.7,4.61,26.0,142.3,5.4670000000000005,18.93,60.7
610,W. Heinemann,27.47,16.264,0.042516000000000005,0.06384400000000001,1380.6,5.06,30.4,143.3,4.71,12.41,39.8
611,Williams and Norgate,25.109,23.408,0.03688,0.039060000000000004,1875.3,4.545,28.1,112.5,4.004,15.4,49.4
612,Williams and Norgate,31.267,29.128,0.040462,0.051576,3327.8,4.45,29.9,110.3,3.693,11.58,37.1
613,Williams and Norgate,30.651,29.851999999999997,0.028156,0.04435,3410.7,4.415,36.0,180.5,5.012,13.04,41.8
614,Williams and Norgate,28.752,24.109,0.035298,0.04715,2977.7,4.385,26.2,87.0,3.315,13.26,42.5
615,Williams and Norgate,20.177,19.096,0.033852,0.04287,2519.7,4.515,34.0,75.0,2.206,9.95,31.9
616,Williams and Norgate,21.326,20.305999999999997,0.0325,0.043382,3441.9,4.495,22.0,85.9,3.9010000000000002,14.4,46.1
617,Williams and Norgate,30.093000000000004,31.238000000000003,0.045324,0.059003999999999994,3937.7,4.585,43.6,136.2,3.1210000000000004,12.19,39.1
618,Williams and Norgate,31.035999999999998,30.811,0.041104,0.056048,3645.3,4.57,43.1,138.0,3.202,10.72,34.4
619,"Wynkoop, Hallenbeck, Crawford Co. ",25.124000000000002,34.014,0.04113,0.049,3573.2,5.805,29.6,108.3,3.658,11.66,37.4
620,"Wynkoop, Hallenbeck, Crawford Co. ",33.694,46.858999999999995,0.044804000000000004,0.055653999999999995,4828.2,4.555,28.6,82.2,2.8739999999999997,12.3,39.4
621,"Wynkoop, Hallenbeck, Crawford Co. ",28.772,35.853,0.045516,0.057462,3764.3,4.585,25.9,73.0,2.8139999999999996,16.53,53.0
