,publisher,maxLoad,stressMaxLoad,strainMaxLoad,energyAbsorp,youngsMod,ph,sec_Mn,sec_Mw,sec_polyDisp,sec_calcMass,sec_massRec
214,H. Holt and Co.,13.382,12.349,0.01349,0.009332,,4.665,23.2,53.5,2.312,9.93,31.8
215,H. Long and Brother,14.92,9.9309,0.028745,0.0281,1094.6,5.01,26.6,85.0,3.199,24.98,80.1
216,H. Long and Brother,11.659,9.8484,0.035818,0.029426,911.22,5.8,63.6,192.3,3.0239999999999996,15.35,49.2
217,H. Long and Brother,15.249,10.855,0.039068,0.039902,1165.9,5.175,50.7,111.2,2.194,16.35,52.4
218,H. Stevens & Son,43.106,29.825,0.05895,0.12326,1362.8,4.36,48.7,89.5,1.837,8.59,27.5
219,H. Stevens & Son,29.746,21.000999999999998,0.04949,0.071488,1108.5,4.25,45.9,96.4,2.102,20.25,64.9
220,H. Stevens & Son,40.035,28.854,0.05877,0.12353,2453.9,4.395,49.2,108.5,2.2030000000000003,18.11,58.1
221,H. Stevens & Son,38.19,29.003,0.058132,0.12089000000000001,2427.2,4.39,73.4,123.2,1.68,11.85,38.0
222,H.G. Bohn,28.232,23.291999999999998,0.045806,0.058762,2125.9,4.915,48.6,100.4,2.064,14.24,45.6
223,H.G. Bohn,17.197,18.726,0.036314,0.040734,,4.55,29.7,58.4,1.97,11.76,37.7
224,H.G. Bohn,22.953000000000003,22.241,0.047146,0.054626,2520.4,4.725,31.6,78.6,2.489,18.85,60.4
225,Hachette et cie,29.676,29.916999999999998,0.054988,0.07094600000000001,1734.1,7.125,25.5,159.4,6.256,19.51,62.5
226,Hachette et cie,33.317,31.486,0.048056,0.066852,3449.2,6.87,45.8,197.2,4.31,15.43,49.5
227,Hachette et cie,45.028999999999996,36.266,0.054366,0.10246,3046.3,6.775,43.0,172.2,4.004,13.58,43.5
228,Hachette et cie,33.007,30.000999999999998,0.053202,0.076288,2176.7,6.43,50.7,128.4,2.533,7.68,24.6
229,Hachette et cie,37.858000000000004,31.089000000000002,0.05594,0.07706,1961.7,6.495,29.4,96.2,3.2710000000000004,8.41,27.0
230,Hachette et cie,35.916,30.646,0.060434,0.08502,1702.4,7.06,48.9,132.3,2.707,9.43,30.2
231,Hachette et cie,34.263000000000005,30.034000000000002,0.054022,0.081432,1622.5,6.375,31.7,105.9,3.3369999999999997,9.02,28.9
232,Hachette et cie,38.251,39.695,0.056062,0.08167999999999999,3239.8,6.805,44.5,174.8,3.924,11.88,38.1
233,Harper & Brothers,23.765,28.011999999999997,0.040532,0.051623,2454.2,6.2,27.4,108.5,3.9589999999999996,18.45,59.1
234,Harper & Brothers,21.009,17.29,0.038707,0.044392,1917.3,4.705,22.7,68.6,3.0210000000000004,18.78,60.2
235,Harper & Brothers,25.413,23.002,0.036762,0.043946,2035.6,4.825,13.0,48.5,3.736,21.94,70.3
236,Harper & Brothers,20.038,15.013,0.0351,0.033596,1290.1,4.61,14.2,59.8,4.212,16.34,52.4
237,Harper & Brothers,19.989,19.075,0.035944,0.039358,2025.0,4.725,17.2,59.6,3.46,12.7,40.7
238,Harper & Brothers,27.070999999999998,20.656,0.051032,0.062284000000000006,1448.1,4.935,35.8,73.8,2.062,6.42,20.6
239,Harper & Brothers,28.566,24.445999999999998,0.03585,0.036876,1912.0,4.79,14.4,43.9,3.0410000000000004,14.52,46.6
240,Harper & Brothers,26.93,23.796999999999997,0.041112,0.044262,1772.3,4.71,20.1,80.5,3.9960000000000004,12.66,40.6
241,Harper & Brothers,25.875999999999998,18.093,0.035108,0.03657,1402.2,4.55,19.8,61.5,3.1010000000000004,23.33,74.8
242,Harper & Brothers,28.502,22.66,0.038368,0.040063999999999995,1697.9,5.0,25.1,86.9,3.465,24.47,78.4
243,Harper & Brothers,20.359,19.389,0.032468000000000004,0.041227999999999994,3199.1,4.565,21.0,59.3,2.827,15.82,50.7
244,Harper & Brothers,32.031,29.48,0.039939999999999996,0.05366,3397.1,4.6,23.7,52.2,2.208,21.84,70.0
245,Harper & Brothers,35.047,28.964000000000002,0.039668,0.050556,3087.9,5.34,28.1,111.1,3.955,21.13,67.7
246,Harper & Brothers,22.482,25.603,0.045694,0.062226,2206.0,6.33,61.1,121.7,1.9909999999999999,10.21,32.7
247,Harper & Brothers,25.279,29.128,0.040060000000000005,0.057494,3106.9,5.98,32.2,74.8,2.322,10.1,32.4
248,Harper & Brothers,16.730999999999998,13.263,0.036714,0.04382,1798.1,4.52,30.0,63.5,2.1180000000000003,18.35,58.8
249,Harper & Brothers,28.739,23.406999999999996,0.039606,0.061102,2810.7,4.48,23.9,57.4,2.407,20.27,65.0
250,Harper & Brothers,34.789,30.819000000000003,0.04245,0.06168,3388.2,4.59,23.5,85.7,3.654,20.54,65.8
251,Harper & Brothers,28.491999999999997,28.901,0.035651999999999996,0.053988,3068.7,4.59,21.3,52.2,2.452,20.76,66.5
252,Harper & Brothers,32.804,25.234,0.037344,0.056012,2917.0,4.61,22.1,52.3,2.3680000000000003,20.25,64.9
253,Harper & Brothers,30.651,25.923000000000002,0.040768,0.057353999999999995,3160.6,4.735,21.2,53.3,2.509,18.63,59.7
254,Harper & Brothers,34.006,27.218000000000004,0.040712,0.050282,3154.9,4.81,20.2,60.5,2.99,16.54,53.0
255,Harper & Brothers,19.782,19.178,0.03045,0.038494,2342.5,4.455,23.9,55.0,2.301,15.66,50.2
256,Harper & Brothers,29.173000000000002,18.916,0.03644,0.051342,2244.2,4.92,29.1,77.5,2.66,11.34,36.4
257,Harper & Brothers,18.573,12.447000000000001,0.02975,0.031695999999999995,1947.3,4.71,26.8,72.5,2.7089999999999996,13.46,43.1
258,Harper & Brothers,18.275,24.028000000000002,0.037098,0.042472,3401.6,5.127000000000001,42.1,84.0,1.994,9.85,31.6
259,Harper & Brothers,20.117,23.337,0.037076,0.044025999999999996,3053.2,5.4,30.3,52.0,1.7169999999999999,7.1,22.7
260,Harper & Brothers,16.396,14.869000000000002,0.033252,0.035934,2475.8,4.505,34.1,53.0,1.5519999999999998,7.5,24.0
261,Harper & Brothers,19.292,17.618,0.033346,0.039096,2558.6,4.635,22.0,57.6,2.622,17.83,57.1
262,Harper & Brothers,27.296999999999997,26.301,0.042210000000000004,0.05624,3782.9,4.785,21.6,57.6,2.668,22.93,73.5
263,Harper & Brothers,25.174,21.944000000000003,0.031868,0.042792000000000004,3479.7,4.515,17.7,52.0,2.931,18.43,59.1
264,Harper & Brothers,22.954,28.838,0.03832,0.048848,2843.0,5.87,17.6,69.1,3.928,10.86,34.8
265,Harper & Brothers,19.551,24.499000000000002,0.034308,0.042182,3014.8,5.64,50.0,83.9,1.679,7.37,23.6
266,Harper & Brothers,26.026999999999997,20.261,0.054439999999999995,0.06731000000000001,1251.3,4.57,48.5,86.8,1.7890000000000001,13.34,42.8
267,Harper & Brothers,25.447,20.038,0.050472,0.063618,2603.4,4.5,33.5,79.0,2.359,20.8,66.7
268,Harper & Brothers,66.97,72.637,0.12022999999999999,0.21495999999999998,3104.0,9.165,96.1,646.7,6.727,6.61,21.2
269,Harper & Brothers,27.625,26.081,0.038298,0.056134,4004.5,4.64,28.4,64.2,2.2640000000000002,16.14,51.7
270,Harper & Brothers,24.421,18.994,0.029488,0.041895999999999996,3588.4,4.595,25.9,60.8,2.346,17.8,57.0
271,Harper & Brothers,25.962,22.773000000000003,0.031294,0.046528,3519.4,4.695,28.8,65.4,2.274,18.34,58.8
272,Harper & Brothers,31.533,23.859,0.041652,0.055626,3405.0,4.57,36.5,74.4,2.0380000000000003,14.08,45.1
273,Harper & Brothers,31.494,26.871,0.045004,0.067156,3376.6,4.7,42.1,85.3,2.0269999999999997,16.88,54.1
274,Harper & Brothers,40.1,34.82,0.051434,0.082454,3141.0,4.645,42.3,106.2,2.509,18.41,59.0
275,Harper & Brothers,39.469,36.89,0.049096,0.076142,4084.1,4.695,47.5,90.2,1.899,11.73,37.6
276,Harper & Brothers,23.705,24.639,0.031386000000000004,0.04344,3684.3,4.57,32.8,69.2,2.112,13.09,42.0
277,Harper & Brothers,25.548000000000002,19.453,0.037992000000000005,0.056632,2209.2,6.42,32.0,90.9,2.838,16.2,51.9
278,Harper & Brothers,29.774,13.949000000000002,0.038919999999999996,0.059796,1838.4,4.575,21.9,70.0,3.19,17.75,56.9
279,Harper & Brothers,37.979,22.824,0.051503999999999994,0.08929400000000001,2241.2,6.08,51.9,121.9,2.351,14.87,47.7
280,Harper & Brothers,21.585,17.572,0.029074000000000003,0.040133999999999996,2956.5,4.675,22.4,75.9,3.385,12.64,40.5
281,Harper & Brothers,27.039,16.261,0.034142,0.050539999999999995,2447.1,5.82,28.3,66.9,2.363,10.84,34.8
282,Harper & Brothers,20.264,14.783,0.030854000000000003,0.037388,2606.5,4.645,32.3,65.3,2.02,7.64,24.5
283,Harper & Brothers,59.007,30.877,0.047976,0.08643200000000001,2366.8,4.675,27.6,88.6,3.2089999999999996,15.53,49.8
284,Harper & Brothers,34.031,18.64,0.047648,0.064176,1839.7,5.705,24.1,57.1,2.372,13.55,43.4
285,Harper & Brothers,31.06,20.779,0.052502,0.06837599999999999,1879.5,5.425,34.3,72.7,2.115,7.27,23.3
286,Harper & Brothers,20.344,18.027,0.027964,0.035666,2234.4,4.605,20.5,61.5,2.997,12.79,41.0
287,Harper & Brothers,30.206999999999997,16.998,0.035336,0.063354,1904.4,5.27,19.7,68.5,3.484,13.74,44.0
288,Harper & Brothers,30.974,14.001,0.027906,0.051526,1861.6,4.545,14.2,46.1,3.2430000000000003,20.9,67.0
289,Harper & Brothers,34.687,20.717,0.04487,0.069736,2329.6,6.425,23.1,52.7,2.2840000000000003,10.09,32.3
290,Harper & Brothers,19.984,16.692999999999998,0.028718,0.035894,2474.7,4.875,19.3,59.2,3.0610000000000004,11.61,37.2
291,Harper & Brothers,38.446,21.408,0.050568,0.084176,1914.8,5.647,20.0,50.8,2.536,7.39,23.7
292,Henry Holt and Company,12.71,9.7289,0.03005,0.023396,1416.2,4.83,35.9,85.4,2.377,10.53,23.4
293,Henry Holt and Company,17.301,13.585,0.034793,0.034683,2083.7,5.207000000000001,20.1,93.4,4.6530000000000005,20.54,65.8
294,Henry Holt and Company,25.879,21.32,0.044733999999999996,0.057662,2015.6,5.165,29.5,91.2,3.094,6.84,21.9
295,Henry Holt and Company,17.917,16.115,0.034782,0.036317,1852.0,4.96,33.5,122.7,3.667,16.37,52.5
296,Henry Holt and Company,25.052,23.529,0.03913,0.055638,1919.3,5.067,58.6,107.2,1.829,11.44,36.7
297,Henry Holt and Company,21.543000000000003,18.333,0.038124,0.049192,1780.8,5.265,48.9,105.0,2.148,8.76,28.1
298,Henry Holt and Company,17.523,15.079,0.018174,0.019482,,4.235,20.2,50.5,2.502,16.36,52.4
299,Henry Holt and Company,19.709,15.463,0.022412,0.029154000000000003,2481.4,4.2,22.8,50.0,2.1919999999999997,15.12,48.5
300,Henry Holt and Company,23.025,21.479,0.028118,0.032108,2661.8,4.36,34.4,62.0,1.8030000000000002,14.18,45.5
301,Henry Holt and Company,25.5,22.099,0.027752,0.041272,2519.3,4.535,38.0,71.9,1.893,13.2,42.3
302,Henry Holt and Company,23.686,22.307,0.030292000000000003,0.040346,2547.2,4.44,31.4,67.9,2.162,13.9,44.6
303,Henry Holt and Company,20.76,18.666,0.027948,0.027777999999999997,2265.3,4.475,28.6,64.1,2.24,15.92,51.0
304,Henry Holt and Company,25.307,19.230999999999998,0.044908,0.056224,2100.6,4.66,26.9,54.6,2.033,12.58,40.3
305,Henry Holt and Company,26.394000000000002,20.593000000000004,0.03851,0.05441,2458.7,4.555,34.5,60.3,1.746,10.64,34.1
306,Henry Holt and Company,32.58,29.358,0.045138,0.068788,3361.3,4.65,34.2,64.4,1.885,13.01,41.7
307,Henry Holt and Company,24.239,23.09,0.048692,0.059286,2178.0,4.83,38.7,78.4,2.024,13.24,42.4
308,Henry Holt and Company,24.712,22.662,0.046945999999999995,0.055229999999999994,1977.9,4.68,48.5,78.7,1.62,8.51,27.3
309,Henry Holt and Company,24.33,21.959,0.041364,0.059696000000000006,2053.0,4.68,36.3,72.3,1.993,14.47,46.4
310,Henry Holt and Company,17.399,13.116,0.045663999999999996,0.052128,2184.8,4.5,48.1,82.2,1.7080000000000002,12.3,39.4
311,Henry Holt and Company,19.671,15.595999999999998,0.034624,0.041122000000000006,2631.9,4.46,47.2,82.6,1.751,11.04,35.4
312,Henry Holt and Company,24.432,21.551,0.033014,0.043463999999999996,3942.6,4.68,35.1,68.5,1.949,12.83,41.1
313,Henry Holt and Company,19.172,17.203,0.035392,0.041436,2985.8,4.57,58.7,90.5,1.5430000000000001,8.04,25.8
314,Henry Holt and Company,21.478,21.182,0.038058,0.04434,2758.1,4.655,52.8,87.0,1.6480000000000001,11.15,35.7
315,Henry Holt and Company,18.303,10.544,0.046992,0.056782000000000006,1504.6,4.545,30.1,71.9,2.391,11.4,36.5
316,"Printed for the Camden Society, by J.B. Nichols and Son",12.71,9.7289,0.03005,0.023396,1416.2,4.83,35.9,85.4,2.377,10.53,23.4
317,"Printed for the Camden Society, by J.B. Nichols and Son",17.301,13.585,0.034793,0.034683,2083.7,5.207000000000001,20.1,93.4,4.6530000000000005,20.54,65.8
318,"Printed for the Camden Society, by J.B. Nichols and Son",25.879,21.32,0.044733999999999996,0.057662,2015.6,5.165,29.5,91.2,3.094,6.84,21.9
319,"Printed for the Camden Society, by J.B. Nichols and Son",17.917,16.115,0.034782,0.036317,1852.0,4.96,33.5,122.7,3.667,16.37,52.5
320,"Printed for the Camden Society, by J.B. Nichols and Son",25.052,23.529,0.03913,0.055638,1919.3,5.067,58.6,107.2,1.829,11.44,36.7
321,"Printed for the Camden Society, by J.B. Nichols and Son",21.543000000000003,18.333,0.038124,0.049192,1780.8,5.265,48.9,105.0,2.148,8.76,28.1
322,"Printed for the Camden Society, by J.B. Nichols and Son",17.523,15.079,0.018174,0.019482,,4.235,20.2,50.5,2.502,16.36,52.4
323,"Printed for the Camden Society, by J.B. Nichols and Son",19.709,15.463,0.022412,0.029154000000000003,2481.4,4.2,22.8,50.0,2.1919999999999997,15.12,48.5
324,"Printed for the Camden Society, by J.B. Nichols and Son",23.025,21.479,0.028118,0.032108,2661.8,4.36,34.4,62.0,1.8030000000000002,14.18,45.5
325,"Printed for the Camden Society, by J.B. Nichols and Son",25.5,22.099,0.027752,0.041272,2519.3,4.535,38.0,71.9,1.893,13.2,42.3
326,"Printed for the Camden Society, by J.B. Nichols and Son",23.686,22.307,0.030292000000000003,0.040346,2547.2,4.44,31.4,67.9,2.162,13.9,44.6
327,"Printed for the Camden Society, by J.B. Nichols and Son",20.76,18.666,0.027948,0.027777999999999997,2265.3,4.475,28.6,64.1,2.24,15.92,51.0
328,"Printed for the Camden Society, by J.B. Nichols and Son",25.307,19.230999999999998,0.044908,0.056224,2100.6,4.66,26.9,54.6,2.033,12.58,40.3
329,"Printed for the Camden Society, by J.B. Nichols and Son",26.394000000000002,20.593000000000004,0.03851,0.05441,2458.7,4.555,34.5,60.3,1.746,10.64,34.1
330,"Printed for the Camden Society, by J.B. Nichols and Son",32.58,29.358,0.045138,0.068788,3361.3,4.65,34.2,64.4,1.885,13.01,41.7
331,"Printed for the Camden Society, by J.B. Nichols and Son",24.239,23.09,0.048692,0.059286,2178.0,4.83,38.7,78.4,2.024,13.24,42.4
332,"Printed for the Camden Society, by J.B. Nichols and Son",24.712,22.662,0.046945999999999995,0.055229999999999994,1977.9,4.68,48.5,78.7,1.62,8.51,27.3
333,"Printed for the Camden Society, by J.B. Nichols and Son",24.33,21.959,0.041364,0.059696000000000006,2053.0,4.68,36.3,72.3,1.993,14.47,46.4
334,"Printed for the Camden Society, by J.B. Nichols and Son",17.399,13.116,0.045663999999999996,0.052128,2184.8,4.5,48.1,82.2,1.7080000000000002,12.3,39.4
335,"Printed for the Camden Society, by J.B. Nichols and Son",19.671,15.595999999999998,0.034624,0.041122000000000006,2631.9,4.46,47.2,82.6,1.751,11.04,35.4
336,"Printed for the Camden Society, by J.B. Nichols and Son",24.432,21.551,0.033014,0.043463999999999996,3942.6,4.68,35.1,68.5,1.949,12.83,41.1
337,"Printed for the Camden Society, by J.B. Nichols and Son",19.172,17.203,0.035392,0.041436,2985.8,4.57,58.7,90.5,1.5430000000000001,8.04,25.8
338,"Printed for the Camden Society, by J.B. Nichols and Son",21.478,21.182,0.038058,0.04434,2758.1,4.655,52.8,87.0,1.6480000000000001,11.15,35.7
339,"Printed for the Camden Society, by J.B. Nichols and Son",18.303,10.544,0.046992,0.056782000000000006,1504.6,4.545,30.1,71.9,2.391,11.4,36.5
340,Houghton Mifflin Company,27.8,18.367,0.032496,0.05134,2016.5,4.51,43.0,95.3,2.217,6.88,22.0
341,Houghton Mifflin Company,28.1,19.271,0.042114,0.050769999999999996,2623.8,5.415,37.8,177.1,4.678999999999999,12.8,41.0
342,Impr. de A. Pérez Dubrull,20.951999999999998,21.518,0.025626,0.030792,2502.8,4.49,27.8,72.9,2.6260000000000003,13.65,43.8
343,Impr. de A. Pérez Dubrull,16.687,15.114,0.031498000000000005,0.0351,2768.1,4.445,25.8,55.7,2.161,11.62,37.2
344,Impr. de A. Pérez Dubrull,22.581999999999997,21.058000000000003,0.03052,0.039486,,4.445,23.3,52.3,2.247,11.7,37.5
345,Impr. de A. Pérez Dubrull,25.631999999999998,24.307,0.039076,0.04738,3342.4,4.695,29.6,77.1,2.6039999999999996,11.05,35.4
346,Impr. de A. Pérez Dubrull,12.44,10.094,0.014766,0.011928,,4.285,30.6,59.3,1.94,7.42,23.8
347,Impr. de A. Pérez Dubrull,18.76,15.600999999999999,0.036802,0.043458,1707.3,4.51,39.3,71.0,1.804,7.24,23.2
348,Impr. de A. Pérez Dubrull,24.613000000000003,21.927,0.038446,0.052618,2568.8,4.59,38.6,67.0,1.736,8.99,28.8
349,Impr. de A. Pérez Dubrull,24.26,23.320999999999998,0.039633999999999996,0.050136,2335.9,4.78,29.1,67.8,2.326,6.89,22.1
350,Impr. de A. Pérez Dubrull,13.091,10.172,0.01493,0.012654,,4.435,43.1,60.2,1.3980000000000001,1.58,5.1
351,Impr. de la Rev. de archivos,16.709,20.764,0.03094,0.034424,2585.4,3.935,25.3,70.7,2.801,7.44,23.8
352,Impr. de M. Tello,13.162,9.9723,0.034132,0.02563,1273.9,7.92,26.0,52.8,2.0340000000000003,10.72,34.3
353,Impr. de M. Tello,11.362,9.1316,0.027348,0.020288,,4.35,27.1,63.7,2.352,15.41,49.4
354,Impr. de M. Tello,10.155,8.703,0.015986,0.014588,,4.305,26.9,48.7,1.81,9.38,30.1
355,Impr. de M. Tello,15.668,13.491,0.028994,0.033686,,4.59,22.8,49.0,2.148,7.77,24.9
356,Impr. de M. Tello,21.105999999999998,16.409000000000002,0.033354,0.043804,2678.1,4.42,61.0,95.1,1.558,8.77,28.1
357,in typographeo Clarendoniano,36.52,45.073,0.03555,0.061015999999999994,4884.1,4.515,22.8,90.4,3.9619999999999997,16.37,52.5
358,in typographeo Clarendoniano,41.193999999999996,45.348,0.045688,0.077702,3097.6,4.82,30.8,120.6,3.912,14.14,45.3
359,in typographeo Clarendoniano,32.422,37.282,0.038164,0.051626,3223.7,4.74,28.7,120.8,4.206,17.0,54.5
360,J. Murray,17.563,14.190999999999999,0.024612000000000002,0.023906,2044.1,4.7,18.6,67.9,3.6519999999999997,22.89,73.4
361,J. Murray,21.498,19.677,0.032598,0.041536000000000003,2644.7,4.7,26.3,63.4,2.4130000000000003,15.25,48.9
362,J. Murray,26.026,21.000999999999998,0.035401999999999996,0.050792000000000004,3047.5,4.75,19.6,51.4,2.6289999999999996,16.83,53.9
363,J. Murray,26.496,22.141,0.033734,0.049114,2294.2,4.945,45.9,80.2,1.749,14.27,45.7
364,J. Winchester,14.901,16.132,0.047622000000000005,0.036076,1798.6,6.405,76.8,161.6,2.105,7.92,25.4
365,J. Winchester,28.261999999999997,25.444000000000003,0.069134,0.08315,1949.8,5.587000000000001,68.1,173.4,2.5469999999999997,15.35,49.2
366,J. Winchester,32.579,29.156999999999996,0.08539400000000001,0.11459000000000001,2022.5,7.273,105.7,222.4,2.105,13.3,42.6
367,J.B. Lippincott & Co.,22.284000000000002,24.608,0.034496,0.043656,2449.1,4.64,16.5,41.0,2.494,10.77,34.5
368,J.B. Lippincott & Co.,21.732,23.956999999999997,0.037266,0.049402,3223.6,5.12,15.1,34.6,2.292,7.62,24.4
369,J.M. Dent & Sons,17.557000000000002,10.297,0.026624000000000002,0.030956,1482.4,4.465,33.9,225.1,6.645,11.25,36.1
370,J.R. Osgood and Company,22.438000000000002,18.027,0.041714,0.051104000000000004,1759.0,4.595,31.2,75.4,2.414,14.73,47.2
371,J.R. Osgood and Company,21.564,17.885,0.037572,0.042406,1768.3,4.44,33.7,88.4,2.62,15.76,50.5
372,J.R. Osgood and Company,15.200999999999999,13.689,0.020730000000000002,0.022244,,4.265,20.3,47.0,2.31,11.39,36.5
373,J.R. Osgood and Company,19.918,18.04,0.03444,0.043046,3147.8,4.5,23.4,60.1,2.5639999999999996,14.03,45.0
374,J.R. Osgood and Company,21.75,20.021,0.04767,0.0554,1684.6,4.635,30.7,82.1,2.677,14.43,46.3
375,"James B. Lyon, State Printer",21.101,25.726999999999997,0.037392,0.045404,2972.2,4.645,24.7,59.4,2.4019999999999997,9.29,29.8
376,"James B. Lyon, State Printer",27.103,40.251999999999995,0.043248,0.05038,3721.9,4.66,23.3,68.2,2.929,12.96,41.5
377,"James B. Lyon, State Printer",19.397000000000002,28.607,0.034274,0.039826,4022.1,4.645,18.1,59.5,3.284,12.44,39.9
378,"James B. Lyon, State Printer",27.521,34.098,0.047316000000000004,0.052025999999999996,3265.3,5.055,26.8,74.5,2.781,16.06,51.5
379,"James B. Lyon, State Printer",30.218000000000004,36.729,0.038810000000000004,0.051296,3242.0,4.68,23.0,63.6,2.762,14.37,46.1
380,"James B. Lyon, State Printer",30.888,41.431000000000004,0.05254400000000001,0.057362,3696.1,4.885,41.7,131.2,3.1430000000000002,12.64,40.5
381,"James B. Lyon, State Printer",27.061999999999998,40.119,0.03748,0.046130000000000004,3670.1,6.08,29.1,105.2,3.6210000000000004,13.96,44.7
382,"James B. Lyon, State Printer",38.484,38.204,0.046962000000000004,0.074054,2976.1,4.82,31.9,106.8,3.353,13.56,43.5
383,"James R. Osgood and Company, Late Ticknor & Fields, and Fields, Osgood & Co.",55.363,41.635,0.06554600000000001,0.14527,2971.9,5.77,53.7,122.6,2.281,18.8,60.3
384,"James R. Osgood and Company, Late Ticknor & Fields, and Fields, Osgood & Co.",52.808,39.759,0.06426,0.12978,2530.3,5.39,45.5,83.9,1.8459999999999999,4.21,13.5
385,"James R. Osgood and Company, Late Ticknor & Fields, and Fields, Osgood & Co.",52.611000000000004,40.303000000000004,0.063814,0.13038,2002.5,5.44,28.2,65.0,2.307,9.24,29.6
386,"James R. Osgood and Company, Late Ticknor & Fields, and Fields, Osgood & Co.",35.177,21.896,0.039966,0.07532799999999999,2026.7,5.075,20.9,60.7,2.906,22.98,73.7
387,"K. Paul, Trench, Trübner & Co., Ltd.",34.503,23.135,0.040974000000000003,0.082998,2344.2,4.505,32.2,72.7,2.256,13.5,43.3
388,"K. Paul, Trench, Trübner & Co., Ltd.",29.346999999999998,17.910999999999998,0.057608000000000006,0.097104,1394.7,4.69,30.7,57.2,1.8659999999999999,8.56,27.4
389,L. Kimball Printing Company,26.316,29.899,0.04165,0.05836,3664.4,5.69,30.3,78.7,2.6010000000000004,9.85,31.6
390,L. Kimball Printing Company,29.628,32.515,0.043648,0.05789400000000001,4073.2,5.465,22.3,54.7,2.45,11.58,37.1
391,L. Kimball Printing Company,37.113,37.074,0.045152,0.067208,2971.1,5.657,19.3,58.4,3.032,16.54,53.0
392,L. Kimball Printing Company,35.618,36.111,0.048632,0.069632,2957.9,5.69,19.8,64.0,3.239,15.34,49.2
393,L.C. Page and Company,26.476,22.771,0.042098000000000003,0.050192,2382.0,5.25,34.2,108.8,3.182,12.41,39.8
394,L.C. Page and Company,18.46,14.675999999999998,0.025934,0.033507999999999996,3453.4,4.43,22.2,58.2,2.617,10.78,34.5
395,L.C. Page and Company,30.301,22.959,0.050118,0.06124400000000001,2459.5,5.935,17.7,81.4,4.587,20.23,64.8
396,Lawrence and Bullen,29.845,20.043,0.050364,0.065884,2041.2,4.6,32.1,112.2,3.497,9.08,29.1
397,Lawrence and Bullen,64.066,62.00899999999999,0.076914,0.1962,3515.6,4.21,49.8,290.4,5.83,11.46,36.7
398,Lawrence and Bullen,55.108000000000004,58.221000000000004,0.062074000000000004,0.14709,2842.5,4.16,36.2,304.6,8.418,11.42,36.6
399,Lawrence and Bullen,40.838,27.909000000000002,0.06146,0.10248,2528.0,4.615,24.0,117.2,4.872,17.49,56.1
400,Lawrence and Bullen,37.347,24.934,0.058365999999999994,0.089486,2206.5,4.745,29.8,168.1,5.635,15.04,48.2
401,"Little, Brown and Co.",49.052,38.622,0.052753999999999995,0.098462,3523.1,4.815,46.9,83.5,1.78,12.47,40.0
402,"Little, Brown and Co.",56.731,19.861,0.047514,0.11495,1452.9,5.465,35.1,90.8,2.5869999999999997,30.72,98.5
403,"Little, Brown and Co.",50.777,42.891000000000005,0.056012,0.12018,2603.2,5.105,23.9,54.6,2.283,11.14,35.7
404,"Longman, Green, Longman and Roberts",19.364,14.764000000000001,0.033796,0.04264,1986.4,4.55,26.6,62.4,2.3480000000000003,19.26,61.7
405,"Longman, Green, Longman and Roberts",13.675,10.581,0.022752,0.024398,2187.8,4.7,26.3,52.5,1.995,13.26,42.5
406,"Longman, Rees, Orme, Brown, Green and Longmans",23.662,16.441,0.034614,0.050428,2112.0,4.23,54.2,167.6,3.09,7.97,25.5
407,"Longman, Rees, Orme, Brown, Green and Longmans",26.228,16.590999999999998,0.028556,0.047914,2245.3,4.325,27.8,93.7,3.375,17.51,56.1
408,"Longman, Rees, Orme, Brown, Green and Longmans",28.719,18.701,0.030378,0.046462,1761.1,4.61,31.5,102.9,3.267,16.37,52.5
409,"Longmans, Green, & Co.",22.771,18.782,0.033472,0.036086,1475.0,4.79,31.9,127.4,3.9960000000000004,14.4,46.2
410,"Longmans, Green, & Co.",26.733,25.776,0.034866,0.051626,3174.5,4.845,44.2,90.6,2.049,10.34,33.1
411,"Longmans, Green, & Co.",29.252,24.502,0.040642000000000005,0.055322,3143.6,5.095,36.4,86.1,2.367,11.93,38.2
412,"Longmans, Green, & Co.",28.369,29.947,0.048718,0.0615,3553.2,5.175,57.9,140.6,2.43,12.6,40.4
413,"Longmans, Green, & Co.",27.621,24.427,0.043154000000000005,0.053914,3360.4,4.785,41.3,101.6,2.4619999999999997,10.21,32.7
414,"Longmans, Green, & Co.",22.8,13.867,0.031402,0.03729,2124.2,4.6,20.7,67.3,3.252,11.85,38.0
415,"Longmans, Green, & Co.",25.7,23.188000000000002,0.042562,0.064256,2171.4,5.32,40.1,245.9,6.127999999999999,9.86,31.6
416,"Longmans, Green, & Co.",24.303,21.596999999999998,0.040476,0.04768,2219.4,5.05,25.3,94.2,3.72,17.36,55.6
417,M. Tello***,27.159000000000002,23.048000000000002,0.039438,0.056720000000000007,2618.2,4.885,39.3,70.1,1.7830000000000001,7.26,23.3
418,M. Tello***,23.644000000000002,23.116,0.036764,0.042844,2439.4,4.58,15.5,60.4,3.8930000000000002,9.26,29.7
419,M. Tello***,21.015,23.465999999999998,0.04162,0.044326,2754.9,4.48,23.3,44.8,1.922,5.98,19.2
420,M. Tello***,10.468,10.289000000000001,0.011859999999999999,0.004956,,4.1,18.9,36.2,1.9180000000000001,2.77,8.9
421,M. Tello***,15.439,14.671,0.026674,0.029104,,4.17,39.1,367.2,9.396,17.21,55.2
