maxLoad,stressMaxLoad,strainMaxLoad,energyAbsorp,ph,sec_Mn,sec_Mw,sec_polyDisp
27.882,16.617,0.030208,0.052238,5.135,30.1,69.6,2.316
19.327,14.946,0.023984,0.031902,4.7,14.7,66.7,4.53
27.487,19.899,0.030704,0.052946,4.95,31.5,78.4,2.487
29.607,16.389,0.03958,0.05249,4.53,32.7,113.1,3.46
24.843,30.449,0.033778,0.049306,4.59,36.9,87.4,2.368
29.845,20.043,0.050364,0.065884,4.6,32.1,112.2,3.497
29.529,31.594,0.03588,0.056006,4.705,41.3,109.8,2.656
40.784,28.6,0.05263,0.082312,5.19,34.1,142.1,4.163
23.317,23.788,0.03647,0.044772,4.625,19.1,65.1,3.404
16.32,25.637,0.028224,0.031026,5.105,27.8,102.0,3.664
20.352,18.71,0.027222,0.034526,4.445,35.9,69.4,1.934
16.86,18.385,0.030804,0.03194,4.55,24.1,61.0,2.529
20.513,16.983,0.027476,0.036276,4.755,24.0,73.8,3.072
25.725,30.123,0.034526,0.044272,4.7,26.2,85.8,3.276
31.307,23.894,0.053188,0.075868,4.93,34.6,74.3,2.149
29.774,13.949,0.03892,0.059796,4.575,21.9,70.0,3.19
37.979,22.824,0.051504,0.089294,6.08,51.9,121.9,2.351
30.991,23.664,0.046182,0.067532,5.463,38.8,113.3,2.923
42.893,31.128,0.05215,0.094262,5.595,48.8,122.4,2.512
35.035,19.78,0.038014,0.055434,4.94,25.7,106.8,4.158
24.402,18.929,0.033072,0.045444,5.305,27.0,95.8,3.548
25.271,38.04,0.04105,0.055324,6.79,49.6,154.1,3.11
30.839,21.182,0.051796,0.066988,4.69,42.2,125.2,2.965
34.503,23.135,0.040974,0.082998,4.505,32.2,72.7,2.256
17.52,13.87,0.021526,0.026338,4.525,23.2,64.6,2.785
27.621,24.427,0.043154,0.053914,4.785,41.3,101.6,2.462
24.935,17.695,0.041234,0.048258,4.92,30.4,81.0,2.668
15.729,12.639,0.029418,0.034312,4.9,23.9,62.1,2.599
18.429,22.521,0.02726,0.033174,4.735,27.2,86.0,3.167
36.543,24.713,0.042524,0.066764,5.43,29.7,103.7,3.492
41.794,21.345,0.047616,0.072246,5.325,18.4,76.7,4.174
28.385,24.894,0.02993,0.043922,4.37,30.4,106.9,3.516
26.12,12.228,0.046404,0.060428,4.88,42.3,134.3,3.173
38.418,25.867,0.047686,0.069954,5.17,27.8,106.7,3.84
27.421,17.065,0.039636,0.046624,5.13,32.9,86.3,2.626
28.677,25.017,0.03813,0.052312,4.76,28.1,124.2,4.412
48.417,25.314,0.049826,0.093058,4.815,26.4,64.8,2.456
21.982,17.526,0.035044,0.044882,4.81,42.4,79.5,1.874
19.53,13.252,0.036174,0.04722,5.063,24.1,54.1,2.242
34.308,30.607,0.043176,0.061076,4.775,25.9,63.7,2.456
55.363,41.635,0.065546,0.14527,5.77,53.7,122.6,2.281
27.159,23.048,0.039438,0.05672,4.885,39.3,70.1,1.783
32.379,23.291,0.060042,0.094862,7.975,15.7,106.9,6.791
32.379,23.291,0.060042,0.094862,7.975,20.6,55.2,2.674
32.379,23.291,0.060042,0.094862,6.615,15.7,106.9,6.791
32.379,23.291,0.060042,0.094862,6.615,20.6,55.2,2.674
33.488,24.024,0.0585,0.092156,7.975,15.7,106.9,6.791
33.488,24.024,0.0585,0.092156,7.975,20.6,55.2,2.674
33.488,24.024,0.0585,0.092156,6.615,15.7,106.9,6.791
33.488,24.024,0.0585,0.092156,6.615,20.6,55.2,2.674
19.207,25.82,0.035292,0.040286,4.88,33.8,72.7,2.15
19.207,25.82,0.035292,0.040286,4.88,36.3,68.3,1.882
19.207,25.82,0.035292,0.040286,4.655,33.8,72.7,2.15
19.207,25.82,0.035292,0.040286,4.655,36.3,68.3,1.882
11.198,14.279,0.016794,0.008556,4.88,33.8,72.7,2.15
11.198,14.279,0.016794,0.008556,4.88,36.3,68.3,1.882
11.198,14.279,0.016794,0.008556,4.655,33.8,72.7,2.15
11.198,14.279,0.016794,0.008556,4.655,36.3,68.3,1.882
36.147,36.657,0.040792,0.077452,5.03,33.8,86.0,2.545
28.654,28.52,0.035852,0.053544,5.055,34.7,57.9,1.666
19.545,19.378,0.03174,0.037924,4.69,43.0,76.1,1.767
19.066,17.876,0.031348,0.03875,5.255,33.9,85.4,2.521
21.585,17.572,0.029074,0.040134,4.675,22.4,75.9,3.385
30.7,21.836,0.03999,0.061824,4.965,46.1,112.0,2.428
32.276,18.062,0.036328,0.054136,4.745,48.9,93.1,1.904
59.262,50.153,0.064128,0.17152,8.7,44.3,88.5,1.997
59.262,50.153,0.064128,0.17152,8.7,44.5,174.4,3.921
59.262,50.153,0.064128,0.17152,4.865,44.3,88.5,1.997
59.262,50.153,0.064128,0.17152,4.865,44.5,174.4,3.921
36.041,33.042,0.055534,0.079344,8.7,44.3,88.5,1.997
36.041,33.042,0.055534,0.079344,8.7,44.5,174.4,3.921
36.041,33.042,0.055534,0.079344,4.865,44.3,88.5,1.997
36.041,33.042,0.055534,0.079344,4.865,44.5,174.4,3.921
34.217,29.657,0.059546,0.072318,5.19,38.4,79.8,2.08
19.562,12.154,0.032903,0.042787,5.98,26.3,88.7,3.375
22.866,22.098,0.03204,0.042218,4.465,35.5,85.4,2.406
30.043,24.055,0.036078,0.05093,4.845,22.3,81.2,3.639
36.675,23.144,0.030742,0.057806,4.615,30.9,95.3,3.081
36.675,23.144,0.030742,0.057806,4.615,32.9,109.0,3.317
36.675,23.144,0.030742,0.057806,4.53,30.9,95.3,3.081
36.675,23.144,0.030742,0.057806,4.53,32.9,109.0,3.317
50.221,28.287,0.03825,0.082172,4.615,30.9,95.3,3.081
50.221,28.287,0.03825,0.082172,4.615,32.9,109.0,3.317
50.221,28.287,0.03825,0.082172,4.53,30.9,95.3,3.081
50.221,28.287,0.03825,0.082172,4.53,32.9,109.0,3.317
49.052,38.622,0.052754,0.098462,4.815,46.9,83.5,1.78
49.052,38.622,0.052754,0.098462,4.815,35.1,90.8,2.587
49.052,38.622,0.052754,0.098462,5.465,46.9,83.5,1.78
49.052,38.622,0.052754,0.098462,5.465,35.1,90.8,2.587
56.731,19.861,0.047514,0.11495,4.815,46.9,83.5,1.78
56.731,19.861,0.047514,0.11495,4.815,35.1,90.8,2.587
56.731,19.861,0.047514,0.11495,5.465,46.9,83.5,1.78
56.731,19.861,0.047514,0.11495,5.465,35.1,90.8,2.587
40.776,33.238,0.045774,0.076468,4.83,33.2,118.6,3.57
25.803,21.488,0.026592,0.03905,4.605,17.6,65.0,3.688
25.803,21.488,0.026592,0.03905,4.605,29.1,104.2,3.575
25.803,21.488,0.026592,0.03905,4.49,17.6,65.0,3.688
25.803,21.488,0.026592,0.03905,4.49,29.1,104.2,3.575
19.103,15.435,0.023886,0.031892,4.605,17.6,65.0,3.688
19.103,15.435,0.023886,0.031892,4.605,29.1,104.2,3.575
19.103,15.435,0.023886,0.031892,4.49,17.6,65.0,3.688
19.103,15.435,0.023886,0.031892,4.49,29.1,104.2,3.575
30.629,28.95,0.033264,0.054852,4.757,24.4,76.5,3.133
39.233,25.79,0.044578,0.068704,5.805,30.8,134.4,4.37
36.697,36.256,0.04276,0.075046,4.645,29.9,119.4,3.993
12.908,11.449,0.017896,0.00946,5.035,32.6,195.2,5.985
33.618,22.146,0.03456,0.061162,5.0,32.2,68.6,2.128
17.557,10.297,0.026624,0.030956,4.465,33.9,225.1,6.645
13.507,10.485,0.01016,0.006686,3.63,25.1,69.3,2.762
25.515,19.052,0.033736,0.048228,4.64,33.3,86.8,2.602
25.515,19.052,0.033736,0.048228,4.64,21.9,78.2,3.567
25.515,19.052,0.033736,0.048228,3.83,33.3,86.8,2.602
25.515,19.052,0.033736,0.048228,3.83,21.9,78.2,3.567
39.25,37.155,0.03544,0.055876,4.64,33.3,86.8,2.602
39.25,37.155,0.03544,0.055876,4.64,21.9,78.2,3.567
39.25,37.155,0.03544,0.055876,3.83,33.3,86.8,2.602
39.25,37.155,0.03544,0.055876,3.83,21.9,78.2,3.567
27.8,18.367,0.032496,0.05134,4.51,43.0,95.3,2.217
27.862,16.984,0.034536,0.054354,4.84,27.5,104.0,3.785
31.218,26.088,0.043616,0.061616,4.53,21.2,98.9,4.669
21.681,19.62,0.02783,0.03577,4.84,33.9,115.5,3.405
39.137,21.304,0.040546,0.070086,4.625,24.0,76.8,3.195
28.1,19.271,0.042114,0.05077,5.415,37.8,177.1,4.679
27.422,22.327,0.037838,0.047284,4.585,22.8,65.6,2.876
23.539,18.805,0.033534,0.043664,4.59,34.9,87.4,2.505
25.178,21.278,0.02853,0.037782,4.71,21.5,68.4,3.173
27.039,16.261,0.034142,0.05054,5.82,28.3,66.9,2.363
20.264,14.783,0.030854,0.037388,4.645,32.3,65.3,2.02
35.458,25.054,0.04128,0.053216,4.37,28.6,77.1,2.692
20.222,16.437,0.027108,0.034244,4.86,19.8,53.4,2.694
17.65,27.239,0.03171,0.035046,4.33,21.4,78.2,3.654
36.446,29.898,0.042232,0.062322,4.53,26.6,66.3,2.494
24.307,17.742,0.029538,0.0435,4.345,18.9,41.9,2.215
24.307,17.742,0.029538,0.0435,4.345,25.6,54.1,2.11
24.307,17.742,0.029538,0.0435,4.79,18.9,41.9,2.215
24.307,17.742,0.029538,0.0435,4.79,25.6,54.1,2.11
24.388,18.422,0.034448,0.049402,4.345,18.9,41.9,2.215
24.388,18.422,0.034448,0.049402,4.345,25.6,54.1,2.11
24.388,18.422,0.034448,0.049402,4.79,18.9,41.9,2.215
24.388,18.422,0.034448,0.049402,4.79,25.6,54.1,2.11
24.509,31.438,0.039344,0.052608,4.79,19.0,63.5,3.339
24.509,31.438,0.039344,0.052608,4.79,23.3,66.5,2.853
24.509,31.438,0.039344,0.052608,4.52,19.0,63.5,3.339
24.509,31.438,0.039344,0.052608,4.52,23.3,66.5,2.853
26.824,38.005,0.039344,0.050024,4.79,19.0,63.5,3.339
26.824,38.005,0.039344,0.050024,4.79,23.3,66.5,2.853
26.824,38.005,0.039344,0.050024,4.52,19.0,63.5,3.339
26.824,38.005,0.039344,0.050024,4.52,23.3,66.5,2.853
27.156,34.282,0.038022,0.047682,5.905,23.2,119.4,5.144
25.571,31.498,0.042256,0.051696,4.445,26.7,81.9,3.071
21.64,23.516,0.036792,0.049382,5.7,29.0,66.5,2.29
45.138,33.928,0.040346,0.08617,5.08,21.7,64.9,2.985
41.949,29.253,0.040406,0.071998,4.385,16.0,39.0,2.437
30.289,22.471,0.041304,0.051914,4.24,23.4,79.2,3.388
26.94,22.259,0.04286,0.055892,4.415,24.7,73.9,2.994
18.46,14.676,0.025934,0.033508,4.43,22.2,58.2,2.617
29.628,32.515,0.043648,0.057894,5.465,22.3,54.7,2.45
31.17,17.435,0.03866,0.051294,4.75,21.7,58.2,2.687
30.063,23.848,0.032338,0.054128,4.575,23.8,51.4,2.162
36.392,18.443,0.038572,0.054698,4.47,25.2,94.3,3.742
57.105,33.417,0.052292,0.11218,6.655,35.8,112.7,3.145
21.438,27.513,0.040966,0.045458,4.485,33.1,77.1,2.33
64.066,62.009,0.076914,0.1962,4.21,49.8,290.4,5.83
55.108,58.221,0.062074,0.14709,4.16,36.2,304.6,8.418
37.809,31.718,0.048662,0.072148,4.655,40.2,113.1,2.816
29.71,21.567,0.035094,0.044238,4.515,24.2,64.9,2.678
24.681,16.486,0.03359,0.04291,4.625,23.1,57.9,2.509
19.876,17.395,0.026626,0.030048,4.24,19.0,58.2,3.056
33.725,19.413,0.035414,0.050752,6.32,30.2,87.9,2.909
28.017,18.184,0.03711,0.048808,6.04,29.5,84.3,2.858
18.039,15.598,0.027854,0.02969,4.39,21.6,55.9,2.589
16.17,17.182,0.02727,0.030542,4.455,20.2,55.6,2.754
21.041,19.511,0.031796,0.035832,4.39,23.6,81.1,3.428
19.507,14.833,0.033214,0.04204,4.84,18.6,48.0,2.586
32.028,25.022,0.044956,0.060146,4.755,25.6,72.5,2.828
30.266,22.824,0.046452,0.065422,4.73,27.1,59.8,2.204
21.951,16.703,0.03629,0.04405,4.48,22.2,64.9,2.922
59.007,30.877,0.047976,0.086432,4.675,27.6,88.6,3.209
34.031,18.64,0.047648,0.064176,5.705,24.1,57.1,2.372
31.06,20.779,0.052502,0.068376,5.425,34.3,72.7,2.115
31.437,22.231,0.04051,0.056426,4.71,34.5,86.4,2.502
24.954,20.589,0.03711,0.045406,4.455,16.2,147.1,9.062
34.052,20.942,0.0443,0.059984,4.565,35.4,81.3,2.299
28.199,21.727,0.036204,0.053016,4.435,31.9,75.5,2.368
16.47,13.844,0.039344,0.04272,4.36,29.4,73.1,2.485
19.094,17.966,0.031018,0.036278,4.47,22.2,51.6,2.324
19.288,16.156,0.027532,0.030038,4.39,20.2,60.1,2.972
23.329,20.54,0.03116,0.039078,4.37,31.2,69.8,2.235
23.681,19.612,0.03408,0.04466,4.38,32.9,68.1,2.066
26.977,23.05,0.03606,0.050748,4.28,30.0,58.6,1.95
34.556,21.768,0.037392,0.060776,4.365,18.2,47.8,2.629
17.833,17.808,0.033252,0.037814,4.425,26.6,71.3,2.682
24.292,18.292,0.041666,0.050464,4.21,24.5,69.7,2.846
37.005,21.569,0.055856,0.079518,4.735,19.9,83.6,4.205
22.8,13.867,0.031402,0.03729,4.6,20.7,67.3,3.252
22.604,15.436,0.03267,0.039882,4.74,19.8,50.1,2.533
17.501,12.503,0.031774,0.031446,4.755,20.2,67.6,3.337
25.307,22.889,0.039118,0.060082,5.0,24.7,97.9,3.959
44.048,21.602,0.04986,0.079324,5.285,33.2,108.9,3.283
50.043,45.261,0.048624,0.095894,5.097,30.0,124.1,4.14
46.454,39.26,0.045696,0.077594,4.55,24.2,116.0,4.8
23.662,16.441,0.034614,0.050428,4.23,54.2,167.6,3.09
19.588,20.331,0.035502,0.04446,4.145,28.5,69.8,2.448
16.048,20.374,0.034874,0.034748,4.47,33.7,130.2,3.863
19.497,10.355,0.041068,0.04141,4.58,34.4,164.1,4.776
25.353,13.676,0.041894,0.044472,4.74,34.8,133.5,3.839
23.376,13.902,0.047136,0.054344,4.65,33.8,125.5,3.712
20.452,10.106,0.033388,0.03503,5.09,30.3,93.8,3.1
59.657,59.34,0.15578,0.30001,8.61,62.8,457.6,7.285
51.272,55.85,0.12445,0.27619,8.7,54.5,629.3,11.552
51.272,55.85,0.12445,0.27619,8.7,39.0,484.7,12.422
51.272,55.85,0.12445,0.27619,8.79,54.5,629.3,11.552
51.272,55.85,0.12445,0.27619,8.79,39.0,484.7,12.422
58.956,43.152,0.096442,0.20631,8.7,54.5,629.3,11.552
58.956,43.152,0.096442,0.20631,8.7,39.0,484.7,12.422
58.956,43.152,0.096442,0.20631,8.79,54.5,629.3,11.552
58.956,43.152,0.096442,0.20631,8.79,39.0,484.7,12.422
64.779,66.46,0.13897,0.26633,8.66,92.1,534.9,5.806
64.779,66.46,0.13897,0.26633,8.66,54.3,408.3,7.516
64.779,66.46,0.13897,0.26633,8.83,92.1,534.9,5.806
64.779,66.46,0.13897,0.26633,8.83,54.3,408.3,7.516
51.498,42.002,0.090266,0.19482,8.66,92.1,534.9,5.806
51.498,42.002,0.090266,0.19482,8.66,54.3,408.3,7.516
51.498,42.002,0.090266,0.19482,8.83,92.1,534.9,5.806
51.498,42.002,0.090266,0.19482,8.83,54.3,408.3,7.516
41.955,23.82,0.046632,0.069938,4.83,21.4,53.9,2.523
53.96,30.607,0.04855,0.094276,4.92,20.2,53.0,2.618
28.247,20.934,0.040066,0.057088,4.855,18.9,53.6,2.836
26.94,17.648,0.044838,0.054584,4.745,9.1,21.2,2.318
28.625,19.633,0.045492,0.057768,4.67,16.8,38.3,2.286
22.63,15.159,0.040612,0.050736,4.715,10.2,34.5,3.394
18.384,11.167,0.03563,0.038214,4.73,18.4,45.3,2.463
22.959,22.786,0.033566,0.043212,4.31,14.9,24.3,1.628
27.455,25.543,0.032326,0.039974,4.25,14.5,42.3,2.923
24.192,25.454,0.037022,0.04936,4.24,8.7,25.3,2.928
23.644,23.116,0.036764,0.042844,4.58,15.5,60.4,3.893
21.015,23.466,0.04162,0.044326,4.48,23.3,44.8,1.922
10.468,10.289,0.01186,0.004956,4.1,18.9,36.2,1.918
15.439,14.671,0.026674,0.029104,4.17,39.1,367.2,9.396
13.028,10.943,0.01231,0.008778,3.895,18.4,152.8,8.295
31.918,28.817,0.043758,0.061684,4.465,21.6,136.7,6.325
28.993,27.846,0.035954,0.054928,4.285,21.3,72.0,3.389
32.86,32.867,0.043956,0.065084,4.44,26.8,78.0,2.911
29.576,27.808,0.039526,0.059488,4.4,26.7,61.5,2.305
26.043,17.926,0.03836,0.046438,4.59,24.6,96.7,3.923
28.724,31.059,0.043862,0.062186,4.605,26.8,81.5,3.041
26.454,23.547,0.039448,0.045068,4.535,22.0,50.3,2.282
30.324,23.219,0.037362,0.054776,4.3,15.0,97.3,6.499
23.073,19.793,0.034474,0.043388,4.245,13.2,45.0,3.413
30.301,22.959,0.050118,0.061244,5.935,17.7,81.4,4.587
37.113,37.074,0.045152,0.067208,5.657,19.3,58.4,3.032
27.813,15.613,0.035338,0.0545,4.473,16.7,60.1,3.603
23.576,18.187,0.03301,0.048764,5.257,21.5,78.5,3.644
30.027,18.478,0.033906,0.057904,4.64,19.5,48.0,2.459
29.229,14.63,0.033072,0.046312,4.35,20.9,89.6,4.284
44.278,27.972,0.060304,0.11626,6.775,30.4,200.0,6.576
45.897,40.284,0.048144,0.094028,5.835,28.9,196.3,6.793
23.143,29.007,0.03008,0.04244,4.275,19.2,99.9,5.199
40.838,27.909,0.06146,0.10248,4.615,24.0,117.2,4.872
32.158,43.57,0.035982,0.055608,4.695,29.3,110.1,3.755
38.587,32.541,0.042264,0.070094,4.705,25.6,88.0,3.44
27.355,19.952,0.034072,0.046148,4.48,17.1,84.7,4.947
20.678,15.386,0.022398,0.030054,4.41,12.4,37.6,3.039
23.97,28.946,0.041028,0.048772,4.835,22.8,63.2,2.768
18.473,17.973,0.021266,0.024874,4.345,14.8,58.8,3.971
22.49,15.821,0.038496,0.049258,5.075,14.2,50.5,3.553
30.473,26.428,0.03389,0.048914,4.475,18.6,75.5,4.061
30.74,23.191,0.04279,0.06587,4.565,15.3,41.8,2.724
31.479,27.064,0.03962,0.063306,4.23,23.2,78.8,3.4
20.24,13.938,0.024802,0.03251,4.545,23.1,76.6,3.322
27.603,25.999,0.03508,0.054228,4.325,20.7,75.6,3.658
30.694,14.786,0.030208,0.043924,4.225,18.9,102.8,5.427
27.385,18.142,0.035046,0.048618,5.355,13.8,42.8,3.108
34.281,26.662,0.047498,0.068816,4.635,17.9,55.5,3.107
24.724,33.54,0.047858,0.055056,6.795,32.9,362.8,11.024
23.525,16.742,0.037422,0.049066,4.38,15.6,51.8,3.314
22.62,19.775,0.030316,0.04354,4.165,16.9,46.9,2.77
33.691,21.633,0.04638,0.065366,4.385,24.4,86.1,3.531
19.62,14.441,0.02935,0.038832,4.265,18.4,55.4,3.007
25.7,23.188,0.042562,0.064256,5.32,40.1,245.9,6.128
24.913,18.111,0.030476,0.048302,4.645,19.6,59.9,3.059
21.839,16.896,0.026784,0.039014,4.685,23.8,94.0,3.944
36.472,47.862,0.041368,0.064634,5.135,20.2,100.3,4.968
23.273,13.671,0.04922,0.061168,5.15,23.4,56.4,2.407
29.516,16.6,0.032196,0.05253,4.895,16.4,71.3,4.344
26.228,16.591,0.028556,0.047914,4.325,27.8,93.7,3.375
23.968,23.492,0.027728,0.040846,4.335,25.1,80.5,3.209
25.012,12.324,0.037952,0.05199,4.61,26.0,142.3,5.467
23.633,31.911,0.035212,0.046528,4.683,30.8,109.1,3.538
39.268,22.734,0.036166,0.058138,4.35,36.1,74.8,2.074
36.539,26.673,0.03307,0.05953,5.04,19.8,67.9,3.433
27.022,17.369,0.033298,0.049276,4.835,23.2,73.4,3.16
25.379,22.655,0.035542,0.050526,4.695,20.0,68.3,3.415
25.379,22.655,0.035542,0.050526,4.695,22.8,57.9,2.537
25.379,22.655,0.035542,0.050526,4.7,20.0,68.3,3.415
25.379,22.655,0.035542,0.050526,4.7,22.8,57.9,2.537
26.597,22.334,0.033416,0.047676,4.695,20.0,68.3,3.415
26.597,22.334,0.033416,0.047676,4.695,22.8,57.9,2.537
26.597,22.334,0.033416,0.047676,4.7,20.0,68.3,3.415
26.597,22.334,0.033416,0.047676,4.7,22.8,57.9,2.537
31.595,20.168,0.044066,0.07242,5.02,20.7,78.9,3.81
76.438,44.505,0.048348,0.16697,4.635,24.3,124.1,5.108
48.305,26.152,0.045876,0.091168,4.565,15.9,47.2,2.97
17.91,16.346,0.032984,0.03999,4.61,20.9,59.2,2.835
28.43,20.488,0.041172,0.056224,4.845,22.0,65.3,2.971
27.135,25.09,0.037198,0.05025,4.66,16.7,31.9,1.913
22.284,24.608,0.034496,0.043656,4.64,16.5,41.0,2.494
52.808,39.759,0.06426,0.12978,5.39,45.5,83.9,1.846
26.045,25.287,0.037934,0.059448,4.74,20.2,52.0,2.575
28.509,26.3,0.040044,0.051894,4.65,24.7,64.7,2.624
45.787,42.082,0.055028,0.095718,4.77,28.7,124.3,4.327
23.045,17.746,0.043036,0.064078,6.195,21.3,47.4,2.219
18.753,24.702,0.034692,0.037364,4.34,18.3,45.9,2.502
18.753,24.702,0.034692,0.037364,4.34,17.3,37.2,2.145
18.753,24.702,0.034692,0.037364,4.155,18.3,45.9,2.502
18.753,24.702,0.034692,0.037364,4.155,17.3,37.2,2.145
10.856,15.723,0.015396,0.007562,4.34,18.3,45.9,2.502
10.856,15.723,0.015396,0.007562,4.34,17.3,37.2,2.145
10.856,15.723,0.015396,0.007562,4.155,18.3,45.9,2.502
10.856,15.723,0.015396,0.007562,4.155,17.3,37.2,2.145
27.067,23.228,0.033472,0.057372,4.62,22.1,92.8,4.197
50.758,57.545,0.10638,0.19223,8.795,28.7,443.1,15.426
24.02,25.323,0.034204,0.05026,4.655,22.3,61.5,2.757
32.164,34.168,0.050166,0.06771,4.54,16.2,70.5,4.359
38.52,24.698,0.03599,0.06662,4.715,24.1,114.7,4.76
20.344,18.027,0.027964,0.035666,4.605,20.5,61.5,2.997
30.481,25.172,0.04243,0.05286,4.835,29.8,133.9,4.486
32.776,24.834,0.049836,0.060868,5.473,22.2,139.0,6.256
35.773,21.293,0.041484,0.066838,4.8,20.4,55.0,2.69
35.035,32.676,0.04989,0.070858,4.955,17.2,66.5,3.871
32.851,29.589,0.055896,0.071694,4.845,24.3,74.2,3.06
27.738,18.593,0.030192,0.053268,4.375,19.2,61.2,3.185
18.847,13.24,0.029584,0.037642,5.635,22.2,75.1,3.385
28.515,22.414,0.036638,0.054662,4.575,18.1,63.2,3.484
22.536,22.569,0.026406,0.035898,4.245,15.5,70.2,4.519
34.157,21.998,0.036472,0.06655,5.235,24.2,79.6,3.293
26.444,27.677,0.032306,0.049098,4.735,20.8,89.2,4.294
26.444,27.677,0.032306,0.049098,4.735,15.4,59.1,3.835
26.444,27.677,0.032306,0.049098,4.735,15.4,59.1,3.835
26.444,27.677,0.032306,0.049098,4.58,20.8,89.2,4.294
26.444,27.677,0.032306,0.049098,4.58,15.4,59.1,3.835
26.444,27.677,0.032306,0.049098,4.58,15.4,59.1,3.835
34.819,27.634,0.04258,0.068856,4.735,20.8,89.2,4.294
34.819,27.634,0.04258,0.068856,4.735,15.4,59.1,3.835
34.819,27.634,0.04258,0.068856,4.735,15.4,59.1,3.835
34.819,27.634,0.04258,0.068856,4.58,20.8,89.2,4.294
34.819,27.634,0.04258,0.068856,4.58,15.4,59.1,3.835
34.819,27.634,0.04258,0.068856,4.58,15.4,59.1,3.835
47.891,40.736,0.064288,0.13845,5.01,38.1,129.5,3.404
34.22,17.435,0.037504,0.0602,4.72,16.7,37.4,2.247
34.22,17.435,0.037504,0.0602,4.72,26.5,121.8,4.601
34.22,17.435,0.037504,0.0602,5.025,16.7,37.4,2.247
34.22,17.435,0.037504,0.0602,5.025,26.5,121.8,4.601
43.744,34.775,0.041366,0.074826,4.72,16.7,37.4,2.247
43.744,34.775,0.041366,0.074826,4.72,26.5,121.8,4.601
43.744,34.775,0.041366,0.074826,5.025,16.7,37.4,2.247
43.744,34.775,0.041366,0.074826,5.025,26.5,121.8,4.601
39.511,29.012,0.0432,0.068854,4.855,25.8,80.5,3.121
39.511,29.012,0.0432,0.068854,4.855,21.5,59.7,2.773
39.511,29.012,0.0432,0.068854,4.705,25.8,80.5,3.121
39.511,29.012,0.0432,0.068854,4.705,21.5,59.7,2.773
35.044,36.704,0.038416,0.06252,4.855,25.8,80.5,3.121
35.044,36.704,0.038416,0.06252,4.855,21.5,59.7,2.773
35.044,36.704,0.038416,0.06252,4.705,25.8,80.5,3.121
35.044,36.704,0.038416,0.06252,4.705,21.5,59.7,2.773
50.476,29.218,0.051102,0.10775,4.735,25.4,121.2,4.775
36.52,45.073,0.03555,0.061016,4.515,22.8,90.4,3.962
29.089,21.902,0.033408,0.055244,4.66,30.8,94.4,3.062
37.7,42.232,0.04443,0.0722,5.49,25.5,121.4,4.761
28.579,20.471,0.031436,0.048448,4.855,20.1,63.4,3.158
21.903,25.333,0.026114,0.034604,4.345,23.7,86.3,3.636
24.157,17.16,0.02767,0.037138,4.755,20.1,63.4,3.147
16.709,20.764,0.03094,0.034424,3.935,25.3,70.7,2.801
34.675,21.155,0.046028,0.0764,5.73,22.5,83.5,3.706
28.099,23.373,0.03777,0.062542,4.655,25.2,54.2,2.153
35.456,21.481,0.055754,0.07559,5.32,22.5,61.2,2.718
15.983,11.685,0.027024,0.03088,4.69,24.8,86.3,3.474
21.77,15.698,0.035372,0.046506,4.455,28.7,103.6,3.608
57.851,49.113,0.055564,0.16671,8.64,29.0,146.5,5.045
57.851,49.113,0.055564,0.16671,8.64,23.4,65.4,2.789
57.851,49.113,0.055564,0.16671,4.92,29.0,146.5,5.045
57.851,49.113,0.055564,0.16671,4.92,23.4,65.4,2.789
30.062,28.902,0.042572,0.06036,8.64,29.0,146.5,5.045
30.062,28.902,0.042572,0.06036,8.64,23.4,65.4,2.789
30.062,28.902,0.042572,0.06036,4.92,29.0,146.5,5.045
30.062,28.902,0.042572,0.06036,4.92,23.4,65.4,2.789
35.716,29.218,0.042798,0.06361,5.025,23.3,77.6,3.334
19.71,20.325,0.02217,0.027352,4.77,22.4,74.8,3.338
34.202,28.641,0.042722,0.063246,4.895,16.3,71.8,4.41
21.763,18.676,0.030332,0.040116,5.28,25.1,95.9,3.819
20.026,17.042,0.030908,0.037048,5.165,29.8,66.4,2.229
30.207,16.998,0.035336,0.063354,5.27,19.7,68.5,3.484
35.964,26.471,0.033306,0.054812,4.84,20.8,54.3,2.612
40.634,31.482,0.047542,0.08599,4.91,20.3,60.4,2.973
17.327,27.331,0.027162,0.03012,4.84,21.5,72.6,3.375
48.393,37.682,0.05348,0.1123,7.19,18.5,65.1,3.512
39.215,30.831,0.037496,0.069644,4.64,21.6,91.2,4.216
42.936,35.804,0.042188,0.066356,4.455,27.7,68.5,2.474
25.472,23.172,0.034088,0.050814,4.795,16.8,39.2,2.33
28.053,38.922,0.039786,0.057458,5.905,26.1,120.1,4.611
18.106,23.732,0.032102,0.036572,5.045,30.8,61.4,1.992
18.466,22.364,0.037496,0.045154,5.83,28.5,56.6,1.985
39.521,30.773,0.047036,0.08155,4.755,21.3,81.5,3.827
40.111,29.32,0.033834,0.067706,4.95,16.4,50.4,3.073
34.156,36.969,0.039712,0.058148,5.1,21.7,74.2,3.414
27.849,26.305,0.041098,0.059118,4.935,19.9,48.6,2.437
31.054,26.1,0.037542,0.05421,4.77,25.5,95.2,3.733
30.276,25.787,0.043918,0.059094,4.76,25.5,67.6,2.649
35.618,36.111,0.048632,0.069632,5.69,19.8,64.0,3.239
29.204,15.882,0.031348,0.05045,4.715,20.1,75.7,3.77
